"","company","reviewer","date","rate","comment"
"1110","APPLE","AVP",2022-02-03,"1","Apple is dead, they just haven't figured it out yet"
"1111","APPLE","P M",2022-02-03,"1","Won't get fooled again !!"
"1112","APPLE","Daniel Finnimore",2022-02-01,"1","Macbook air operating system"
"1113","APPLE","James F",2022-01-31,"1","App Store vs Apple Store gift cards - ridiculous"
"1114","APPLE","The",2022-01-31,"5","Fantastic products always reliable best…"
"1115","APPLE","Fahad",2022-01-30,"1","Horrible delivery, pick up instead."
"1116","APPLE","ReMY GriFFin",2022-01-30,"1","No Refund"
"1117","APPLE","Jodie Birt",2022-01-30,"3","I CAN NOT BELIEVE, I WILL NEVER HAVE AN APPLE PRODUCT NOW"
"1118","APPLE","Graeme G",2022-01-29,"1","Totally useless"
"1119","APPLE","Carlyn",2022-01-29,"3","Just wanted my phone fixed"
"1120","APPLE","University Students House",2022-01-28,"1","Repairs rip off customers worse than burglars"
"1121","APPLE","Hugo Saldanha",2022-01-28,"1","We are long time Apple customers for…"
"1122","APPLE","Desmont Ora",2022-01-28,"1","Usless"
"1123","APPLE","Vin",2022-01-28,"1","Build a product with a worse battery…"
"1124","APPLE","Mohammed Arif",2022-01-28,"1","Really disappointed with the way apple…"
"1125","APPLE","M Foster",2022-01-27,"5","If you’re looking for the gold standard…"
"1126","APPLE","OF",2022-01-27,"5","Love the phone"
"1127","APPLE","Zaynab",2022-01-26,"1","Despicable and shameless service…"
"1128","APPLE","Elizabeth Sanderson",2022-01-26,"1","Just found out I have been charged for…"
"1129","APPLE","Danielle Elizabeth Jordan",2022-01-26,"3","Fix the issues!"
"1130","APPLE","Wanderer Wondering",2022-01-25,"5","Great work by Mark"
"1131","APPLE","Romy Salsa",2022-01-25,"1","I was on Chat with apple support Spain"
"1132","APPLE","Josh Willcock",2022-01-24,"1","Bait and Switch with Faulty products."
"1133","APPLE","Sam",2022-01-23,"1","Apple is unethical and takes your money…"
"1134","APPLE","James Kirk",2022-01-23,"1","Apple News is socialist propaganda and…"
"1135","APPLE","Azem Alptekin",2022-01-23,"1","Not Manufacturer of Water Resistant Devices"
"1136","APPLE","M Ejaz",2022-01-23,"1","Feel unvalued and Apple showed no care…"
"1137","APPLE","Maria De",2022-01-22,"1","My phone was glitching and not turning…"
"1138","APPLE","Sam Rogers",2022-01-22,"2","Hi I’d just like to voice my…"
"1139","APPLE","Alvaro Requena",2022-01-21,"5","Great products"
"1140","APPLE","Rsaac Ioughley",2022-01-20,"5","Great shipping for free"
"1141","APPLE","S",2022-01-20,"1","Dishonest Apple Company"
"1142","APPLE","Diane",2022-01-20,"1","I lost my iphone and have insurance"
"1143","APPLE","Steve brewer",2022-01-19,"1","Purchased apple watch had to have…"
"1144","APPLE","Calum Armstrong",2022-01-19,"1","Jack lorriman and his whor of a mum…"
"1145","APPLE","Shane Consadine",2022-01-18,"2","No noise cancellation iphone 13 pro makes no sense"
"1146","APPLE","Benedicte",2022-01-18,"1","3rd product in a row that breaks within…"
"1147","APPLE","Neha Chhibber",2022-01-18,"1","These thieves don’t even deserve a…"
"1148","APPLE","Mogens H",2022-01-17,"5","Extremely fast shipping"
"1149","APPLE","tomonamission",2022-01-17,"5","Apple movies 4K HDR stream of Dune was…"
"1150","APPLE","Laura",2022-01-16,"5","I'm convinced all the bad reviews are…"
"1151","APPLE","customer",2022-01-16,"1","Would not recommend Apple iPhone's to…"
"1152","APPLE","Christine Thornhill",2022-01-16,"1","Apple are lucky to be given One Star…"
"1153","APPLE","kouroush mousavi",2022-01-15,"1","Apple is the biggest thief in the technology sector with their loopholes. BE AWARE!!!"
"1154","APPLE","Jill Daniels",2022-01-15,"1","My father recently passed away"
"1155","APPLE","Reviewer",2022-01-15,"1","Worst Waste of Money"
"1156","APPLE","Nisar Khan",2022-01-14,"1","Really bad customer service"
"1157","APPLE","Vince S",2022-01-14,"1","Ordered a phone with finance"
"1158","APPLE","David Cowan",2022-01-13,"1","I bought an Apple cell phone ($1000)…"
"1159","APPLE","Tanya C",2022-01-12,"1","Apple switched off Whatsapp"
"1160","APPLE","Samsungalaxygood",2022-01-12,"1","Terrible phones"
"1161","APPLE","Omer Mishan",2022-01-12,"1","Scammers, be aware"
"1162","APPLE","Adrian Leong",2022-01-12,"1","Expensive phone with NO adaptor…"
"1163","APPLE","harry porter",2022-01-12,"4","gud one but price is too high"
"1164","APPLE","Daniel Goddard",2022-01-12,"1","Terrible batteries"
"1165","APPLE","Wesley",2022-01-11,"1","Rapacious, greedy, profiteering"
"1166","APPLE","burnt olive",2022-01-11,"5","The customer service is top notch"
"1167","APPLE","Tech Khala",2022-01-11,"1","Letter to Tim Cook, CEO of Apple from a 7 year old in Bangladesh"
"1168","APPLE","Eduardo Rigonato",2022-01-10,"2","Why repair and not replace brand new devices?"
"1169","APPLE","tarmo Aavola",2022-01-09,"1","Worst customer service iphone13 has…"
"1170","APPLE","Mir Hasan",2022-01-09,"1","I just bought the i phone 13 pro max…"
"1171","APPLE","Jo Haywood",2022-01-07,"1","Unrecoverable account???"
"1172","APPLE","MR F Cha*****",2022-01-07,"1","Quite surprised how easily I was misled…"
"1173","APPLE","Peter B....",2022-01-07,"1","Fob u off. AVOID APPLE"
"1174","APPLE","Disgusted",2022-01-06,"1","Worst customer service ever."
"1175","APPLE","Corrado Izzo",2022-01-06,"1","Intentionally Badly designed Apple…"
"1176","APPLE","Lauren",2022-01-05,"1","Absolutely awful service !!"
"1177","APPLE","Francis Vassallo",2022-01-04,"5","Outstanding Apple Store Customer Service"
"1178","APPLE","Sir or Madam",2022-01-04,"1","The Apple Card Doesn't Work At Apple Store"
"1179","APPLE","Jo Beckett",2022-01-04,"1","Worst customer service i phone 12 has…"
"1180","APPLE","Josh",2022-01-04,"1","New macbook pro for 3500USD frozen and unresponsive"
"1181","APPLE","Rachel",2022-01-04,"1","Got ripped off"
"1182","APPLE","Rachel Carey",2022-01-03,"1","Worst customer service EVER!!"
"1183","APPLE","Matthew Colombo",2022-01-03,"1","Not helpful what so ever."
"1184","APPLE","Mantas A",2022-01-03,"1","They need nearly full month"
"1185","APPLE","Steven Fayers",2022-01-03,"2","Poor Sport Loop Band design for apple…"
"1186","APPLE","ARKdaking",2022-01-02,"2","Why I left after 15+ years"
"1187","APPLE","Joanna Dyer",2022-01-02,"1","Why do you keep on eating space I paid…"
"1188","APPLE","Win",2022-01-02,"1","Poor Service"
"1189","APPLE","customer",2022-01-01,"1","The customer support service is worst I…"
"1190","APPLE","KK",2021-12-31,"1","I got a defective phone"
"1191","APPLE","Andrew Neumann",2021-12-31,"1","Apple seems to have forgotten their…"
"1192","APPLE","Mickster 5",2021-12-31,"4","Good Service"
"1193","APPLE","LAP99",2021-12-31,"1","If this is the new ""Apple"", I no longer wish to participate.."
"1194","APPLE","Glen",2021-12-31,"1","Made an order and cancelled due to…"
"1195","APPLE","Fire works",2021-12-30,"5","Apple customers service is good"
"1196","APPLE","Roger Zuckerman",2021-12-30,"2","I waited 6 weeks for a delivery and it…"
"1197","APPLE","Dina Abdoos",2021-12-29,"1","My horrible experience about apple…"
"1198","APPLE","Bill",2021-12-29,"1","Apple customer service is rubbish"
"1199","APPLE","John McGrew",2021-12-29,"1","Today’s Apple products are tomorrow’s garbage"
"1200","APPLE","James",2021-12-29,"1","Never delivered laptop"
"1201","APPLE","Courtney Riley",2021-12-29,"1","I regret switching back to Apple"
"1202","APPLE","Dean Urquhart",2021-12-28,"1","Substandard Products"
"1203","APPLE","Francesco",2021-12-28,"1","FAULTY SD CARD READER ON MACBOOK 14'' 2021"
"1204","APPLE","Mocanu Daniel",2021-12-27,"1","Apple don't care about this reviews."
"1205","APPLE","U Mi",2021-12-27,"1","Will not replace their Defective Products"
"1206","APPLE","Ray",2021-12-27,"1","Appointment ?..Nah, get in the queue mate !!"
"1207","APPLE","Aaditya Bhardwaj",2021-12-27,"1","They steal people’s money and make refunds so time-consuming that many professional never ask for their pennies."
"1208","APPLE","John mcculloch",2021-12-26,"1","Bought my wife a new iPhone 13 Pro"
"1209","APPLE","Gen",2021-12-26,"1","Absolutely the worst customer service…"
"1210","APPLE","Consumer",2021-12-26,"1","I’m so very upset new iPhone 13"
"1211","APPLE","Cindy Z Connery",2021-12-25,"2","Got my husband the IPhone 13 for Christmas"
"1212","APPLE","Mark Brush",2021-12-24,"1","I recently purchased a set of EarPods…"
"1213","APPLE","David Camilleri",2021-12-24,"2","I ordered a new I phone recently to…"
"1214","APPLE","Corrina Larson",2021-12-24,"1","0 stars iphone 13 pro max"
"1215","APPLE","Stuart Kinch",2021-12-23,"5","Carol helped in purchasing my IPhone 12…"
"1216","APPLE","Dr Tejaswini Anil",2021-12-23,"1","Worst service and support"
"1217","APPLE","Emma",2021-12-23,"1","Ordered through the Apple store and…"
"1218","APPLE","Gene",2021-12-22,"1","Very poor service - Product not delivered"
"1219","APPLE","Livvy",2021-12-22,"1","Just had the most shocking"
"1220","APPLE","Craig Braun",2021-12-22,"1","Apple store Westfield Miranda"
"1221","APPLE","Charms Norteni",2021-12-22,"1","I sent them a laptop with charger for…"
"1222","APPLE","Michael B",2021-12-21,"1","ripped off my old parents by charging…"
"1223","APPLE","Clare Smith",2021-12-21,"1","Phone update is buggy"
"1224","APPLE","Maria Paola Clarizia",2021-12-21,"1","Apple = Criminal organization"
"1225","APPLE","B Jacks",2021-12-20,"4","Good service at Apple store lakeside"
"1226","APPLE","Kate Creighton-Griffiths",2021-12-20,"5","Fantastic service at Cardiff Apple Store"
"1227","APPLE","Rachel",2021-12-20,"1","New Apple iPad"
"1228","APPLE","James",2021-12-20,"1","My 2.5yr laptop keeps crashing out of…"
"1229","APPLE","Jack Moxon",2021-12-19,"1","Their prices are much more expensive…"
"1230","APPLE","jenrry garcia",2021-12-19,"1","Besides apple being a nice design"
"1231","APPLE","Ken Trethewey",2021-12-18,"3","Apple Constantly Disappoints Me"
"1232","APPLE","Brian McLean",2021-12-17,"1","Bought iPhone 12 mini and it is the…"
"1233","APPLE","Callum",2021-12-17,"1","Shocking service when buying a new…"
"1234","APPLE","Tammy Silva",2021-12-17,"1","Don't apply for Apple Card when purchasing a phone"
"1235","APPLE","megan wheeler",2021-12-17,"1","Never buy apple products"
"1236","APPLE","Mairie Scott",2021-12-16,"1","Hours of unnecessary STRESS , TIME AND ENGERY NOT A HAPPY CHRISTMAS"
"1237","APPLE","Tom",2021-12-16,"1","Do not trade-in with Apple"
"1238","APPLE","Honesty?",2021-12-16,"1","Order placed 12/14 with guaranteed…"
"1239","APPLE","Meredith’s",2021-12-16,"1","I have been trying to get a refund from…"
"1240","APPLE","Australian organic Trading gro",2021-12-16,"1","From bad to worse"
"1241","APPLE","Janis Berg",2021-12-15,"1","How much room do I have"
"1242","APPLE","shamelb",2021-12-15,"1","Ups as a courier…rude"
"1243","APPLE","Linda Kebble",2021-12-15,"1","Terrible customer service"
"1244","APPLE","BuySellShoutouts",2021-12-15,"1","I find it difficult to believe that I…"
"1245","APPLE","cosmic Dave",2021-12-14,"1","Apple store Exeter discriminates against the disabled."
"1246","APPLE","Dave Bowman",2021-12-14,"1","Applie lies!"
"1247","APPLE","Gareth Evans",2021-12-14,"1","Useless support"
"1248","APPLE","Colleen",2021-12-13,"1","HORRIBLE customer service- absolutely disgusting!"
"1249","APPLE","Mohammad",2021-12-13,"1","Worst most expensive customer servide"
"1250","APPLE","Salb",2021-12-13,"1","Apple France disgusting treatment."
"1251","APPLE","Paige Lowden",2021-12-13,"1","If i could give 0 stars i would"
"1252","APPLE","Roger Sanders",2021-12-13,"1","APPLE- BAD BUSINESS"
"1253","APPLE","Erik GB",2021-12-13,"1","Incredibly arrogant an unhelpful"
"1254","APPLE","Miss Hawkins",2021-12-12,"1","Still waiting 2 weeks on… shocking…"
"1255","APPLE","Evelyn Gajisan",2021-12-12,"1","Badest customer care ever"
"1256","APPLE","Ronald",2021-12-12,"1","Paid extra for shipping to arrive same…"
"1257","APPLE","Lex Horner",2021-12-12,"1","I used to be a huge fan of Apple"
"1258","APPLE","J P",2021-12-11,"4","MacBook Pro A2442"
"1259","APPLE","Karen Gibson Cannon",2021-12-11,"1","If I could give a 0 I would!"
"1260","APPLE","Mrs m",2021-12-11,"1","Boycotting your stores due to…"
"1261","APPLE","alan mundy",2021-12-11,"1","I have bought 2 apple products (iPhone…"
"1262","APPLE","Gergo Simon",2021-12-11,"1","Apple Care+ Insurance"
"1263","APPLE","Mei",2021-12-11,"1","It is really annoying"
"1264","APPLE","Chloe",2021-12-10,"5","Great Customer Service"
"1265","APPLE","Jane Revill",2021-12-10,"1","Appalling experience with Apple online"
"1266","APPLE","Darren Howard",2021-12-10,"1","Used to be such a fan of Apple but now…"
"1267","APPLE","Katy Whittaker",2021-12-10,"1","Trade In-useless"
"1268","APPLE","Kerry",2021-12-09,"1","I have had apple iPad and iPhone for…"
"1269","APPLE","thomas lamb",2021-12-08,"1","Awful company"
"1270","APPLE","Graeme",2021-12-08,"2","Sssssslllloooooowwwww....."
"1271","APPLE","kirk",2021-12-08,"1","I ordered and paid for an I pad…"
"1272","APPLE","TC",2021-12-08,"5","Apple"
"1273","APPLE","Pippa Mercado",2021-12-08,"2","Beware before you send your computer off for repair...."
"1274","APPLE","Elaine Stewart",2021-12-07,"1","Absolutely disgusted with the service…"
"1275","APPLE","Jill Cotner Dziubek",2021-12-07,"1","I didn’t want any apple product"
"1276","APPLE","Concerned",2021-12-06,"1","Apple Customer Service Gone off the Cliff"
"1277","APPLE","Robert Stephen",2021-12-06,"1","I have an A1707 15"" macbok pro that has…"
"1278","APPLE","stephen brookwell",2021-12-06,"1","Hopeless customer service after non delivery"
"1279","APPLE","Dr. John Slade",2021-12-06,"1","No people care -its  just money!"
"1280","APPLE","Phil",2021-12-06,"1","Extremely poor customer service"
"1281","APPLE","S Robinson",2021-12-05,"5","New Phone Transfer Data"
"1282","APPLE","Kordon",2021-12-04,"1","Garbage Products"
"1283","APPLE","Jurnee Warren",2021-12-04,"5","Pasteled Colored heart emojis"
"1284","APPLE","harriet joynes",2021-12-03,"1","Trying to return a Apple TV sent to the…"
"1285","APPLE","Mr Neil Attenborough",2021-12-03,"1","New I-Mac ,costing £2,000"
"1286","APPLE","Arfan",2021-12-02,"1","Beware Apple don't like you repairing their stuff!"
"1287","APPLE","Jennifer WM",2021-12-02,"5","ive bought many things from apple over…"
"1288","APPLE","Dean G",2021-12-02,"4","Fast Service.."
"1289","APPLE","Michael Carroll",2021-12-02,"5","I never bought a apple product till…"
"1290","APPLE","Thomas Ingram",2021-12-02,"1","Non delivery and no apology"
"1291","APPLE","Janice Ching",2021-12-01,"2","Apple sucks"
"1292","APPLE","JohnyX",2021-12-01,"1","They just take your money"
"1293","APPLE","Amin",2021-12-01,"1","The worst sales management on apple"
"1294","APPLE","Michael",2021-12-01,"1","No charging plug when you order!"
"1295","APPLE","Melissa Rabkin",2021-12-01,"1","WORST CUSTOMER SERVICE...DOESNT EVEN…"
"1296","APPLE","Michelle Ball",2021-11-30,"1","Absolute joke"
"1297","APPLE","Angelica",2021-11-30,"1","Worse  customer service Apple store…"
"1298","APPLE","Caveat",2021-11-30,"1","The Worm in the Apple"
"1299","APPLE","Scott Seddie",2021-11-30,"1","Apple customer service is so poor."
"1300","APPLE","Harriet",2021-11-29,"1","Apple Watch without USB charger"
"1301","APPLE","Matthew Handley",2021-11-29,"1","Apple couldn’t care less about their…"
"1302","APPLE","Cayton Martin",2021-11-29,"1","Apple Itunes Card on Apple, Apple cancels my order and doesn’t give me a refund, still no response from apple help"
"1303","APPLE","David MacLure",2021-11-28,"5","Prompt Delivery"
"1304","APPLE","Ashley Forrester Zamantha",2021-11-27,"1","Had problems getting a game to load"
"1305","APPLE","Yol Irizarri",2021-11-27,"2","Customer Service 0 of 5"
"1306","APPLE","Ralitsa Ivanova",2021-11-26,"1","Delivery and Customer Service Nightmare"
"1307","APPLE","Alex Johnson",2021-11-26,"4","Restored my faith in their service"
"1308","APPLE","NA",2021-11-26,"1","iPhone 12 Pro Max Speaker issue:"
"1309","APPLE","Kinshuk Sharma",2021-11-25,"5","Tresor Systems Pvt Ltd, Gardens Galleria Mall, Noida"
"1310","APPLE","Rebecca Norman",2021-11-25,"1","No Customer Service whatsoever"
"1311","APPLE","Project Tribal",2021-11-25,"1","MacBook Pro 2016/2017"
"1312","APPLE","Michael McDonald",2021-11-24,"1","I would give Google a zero rating if this was an option"
"1313","APPLE","Paige",2021-11-24,"1","the security is very over the top"
"1314","APPLE","Brendan Adamson",2021-11-24,"1","Apple says they have free returns"
"1315","APPLE","Martin Fawkes",2021-11-23,"5","Visited Apple at Cribbs Causeway"
"1316","APPLE","Kappa Kappa",2021-11-23,"1","They break easy especially the back of…"
"1317","APPLE","Sandy Haycraft",2021-11-23,"1","Worst company service ever"
"1318","APPLE","Bn",2021-11-22,"1","Worst experience I've ever had"
"1319","APPLE","Kristin Bond",2021-11-22,"1","Horrible"
"1320","APPLE","ana maria sava",2021-11-22,"1","to much stress, money taken and no Phone"
"1321","APPLE","danny holliman",2021-11-21,"1","1 star because can go no lower"
"1322","APPLE","Robert Strittholt",2021-11-20,"1","Warning do not use the Apple credit card they will destroy your credit!!!!"
"1323","APPLE","Joseph",2021-11-20,"1","Crap EarPod max …"
"1324","APPLE","Andrew P.",2021-11-20,"4","iOS 15.1 and Wifi"
"1325","APPLE","Martin",2021-11-19,"1","Apple are now selling phones that you…"
"1326","APPLE","Marci Tickle Bozeman",2021-11-19,"5","Apple's Support is Consistently Great"
"1327","APPLE","Brian",2021-11-18,"1","Poor customer service and shonky…"
"1328","APPLE","zzz zzz",2021-11-18,"1","I have an iphone se and its cable…"
"1329","APPLE","Alec Cohen",2021-11-18,"1","Ever since ever owning an iphone I have…"
"1330","APPLE","Merrilyn Fong",2021-11-18,"1","Worst Customer Service I Have Ever Encountered"
"1331","APPLE","Y C",2021-11-18,"5","Never had a problem with Apple CS"
"1332","APPLE","Stephen Baxter",2021-11-18,"1","Apple is failing it's customers in a…"
"1333","APPLE","Emil",2021-11-18,"1","Worst customer service experience ever"
"1334","APPLE","OfficialNaye",2021-11-17,"1","The worst customer service ever…"
"1335","APPLE","hilary down",2021-11-17,"1","I have never shopped with this company…"
"1336","APPLE","Stephanie Otis",2021-11-17,"1","Apple has the worst customer service"
"1337","APPLE","Emily Degen",2021-11-17,"1","If I could give them no stars I would…"
"1338","APPLE","Argothemal",2021-11-17,"1","Unbelievable"
"1339","APPLE","reena syal",2021-11-16,"1","hi all apple lover customer in uk don’t…"
"1340","APPLE","Donevin Favors",2021-11-15,"1","fck apple once the newest phone comes…"
"1341","APPLE","Jamie Brown",2021-11-15,"1","Screw apple"
"1342","APPLE","Simona Almasan",2021-11-14,"1","Don't buy!!!!! Horrible warranty and customer service"
"1343","APPLE","BRYAN",2021-11-13,"1","absolutely appalling"
"1344","APPLE","Pat",2021-11-12,"5","Thank you for great service from Jordy"
"1345","APPLE","Stephanie Watts-Parrish",2021-11-11,"1","""Hide My Email"" creating offensive and…"
"1346","APPLE","Shari",2021-11-11,"1","If you want an Apple product go…"
"1347","APPLE","van der Kolk",2021-11-11,"1","My new MacBook is not being delivered due to DHL hell"
"1348","APPLE","Sarah Broughton",2021-11-11,"5","Fantastic Customer Service - Well done Apple!"
"1349","APPLE","Zion K",2021-11-11,"1","ok i am just a customer really easy to…"
"1350","APPLE","Cooper Smith",2021-11-11,"5","Amazing!"
"1351","APPLE","Megan Tucker",2021-11-10,"1","Company is not able to give or receive phone calls, but demands them. The company is about 100 years behind the times and is not up to date with modern technologies such as how to use a phone"
"1352","APPLE","Amanda Natakresna",2021-11-10,"1","BAD CUSTOMER SERVICE"
"1353","APPLE","Quandanettle Garrett",2021-11-10,"1","Do not order products this company"
"1354","APPLE","David",2021-11-10,"1","Really poor customer service"
"1355","APPLE","Jan Cowper",2021-11-10,"1","Lost  faith in Apple"
"1356","APPLE","Pet",2021-11-09,"1","Apple extortionate"
"1357","APPLE","Sheila Hewson",2021-11-09,"1","Apple complaint. Contact me I’ve left feedback!"
"1358","APPLE","James Khashchuk",2021-11-09,"5","Great company and products are also…"
"1359","APPLE","Sam",2021-11-08,"2","Apple products are meant to be fast but…"
"1360","APPLE","Matthew Tasker",2021-11-08,"5","One of my favourites"
"1361","APPLE","Syed",2021-11-08,"1","I bought a macbook pro M1 Max and…"
"1362","APPLE","Teresa Boyle",2021-11-07,"5","Very happy with my new iPhone 13"
"1363","APPLE","IHATEAPPLE",2021-11-07,"1","Scum of the earth"
"1364","APPLE","Patricia Escarda",2021-11-07,"1","DON’T DO IMMEDIATE DELIVERY.."
"1365","APPLE","Read Woolman",2021-11-07,"1","My advice"
"1366","APPLE","Eliana Perez",2021-11-06,"1","Apple is the most frustrating and…"
"1367","APPLE","Fros",2021-11-06,"1","My daughter bought airpods which…"
"1368","APPLE","Helen",2021-11-05,"1","I have been cheated and disrespected by Apple"
"1369","APPLE","Helaine",2021-11-04,"1","One star is too much for apple"
"1370","APPLE","Ceri Davies",2021-11-03,"1","Apple are greedy corporate giants…"
"1371","APPLE","Mikhail Gorovets",2021-11-03,"1","Absolutely terrible service."
"1372","APPLE","Ade Hawkins",2021-11-02,"1","Surprisingly Awful Customer Service"
"1373","APPLE","Magalie",2021-11-02,"5","Amazing Customer Service"
"1374","APPLE","YASIR",2021-11-01,"1","I ordered iphone 13 pro max and DHL…"
"1375","APPLE","Joseph Dredd",2021-10-31,"1","Looks like I'm not alone...."
"1376","APPLE","James Wang",2021-10-30,"4","Almost great products"
"1377","APPLE","Paul Innes",2021-10-30,"1","Just walked in to buy a watch and asked…"
"1378","APPLE","jonathan paul",2021-10-30,"1","Wow I didn't know everyone else feels…"
"1379","APPLE","Karl",2021-10-29,"1","30 days to reset a password"
"1380","APPLE","Jennifer Faust",2021-10-29,"4","Please bring back original apple…"
"1381","APPLE","Nat",2021-10-28,"1","National inequality"
"1382","APPLE","Dr Christopher Nicol",2021-10-27,"1","Customer service? They’ve never heard of it!"
"1383","APPLE","Mikhail",2021-10-27,"1","The iphone was locked by a child for 18…"
"1384","APPLE","iatethejuicebox",2021-10-26,"1","Take as long as you want and don't tell me you broke my phone!"
"1385","APPLE","Nick",2021-10-26,"1","Data breach leading to criminal activity"
"1386","APPLE","hahaha hululu",2021-10-26,"3","13promax- #apple #applewatch…"
"1387","APPLE","Christine",2021-10-25,"1","Censorship,Bias & Controlex Information"
"1388","APPLE","Maria Doundoulaki",2021-10-25,"1","Even 1 star is more than what they…"
"1389","APPLE","Paul Cosa",2021-10-25,"5","Fantastic service"
"1390","APPLE","Melquan Anglin",2021-10-23,"1","Customer support is horrible I pre…"
"1391","APPLE","Dan",2021-10-23,"1","Apple has gone down hill"
"1392","APPLE","Molly",2021-10-22,"1","Absolutely horrible"
"1393","APPLE","Be U Marketing",2021-10-22,"5","Samsung Note 20 Ultra user"
"1394","APPLE","sangasani sriram",2021-10-21,"1","Box without laptop-I ordered MacBook Pro"
"1395","APPLE","Anna Klaus",2021-10-21,"1","If your region in the app store is…"
"1396","APPLE","Alexis Robles",2021-10-20,"1","u suck y did u lose all my data"
"1397","APPLE","Jessica Weirich",2021-10-20,"1","If i could leave a negative review I…"
"1398","APPLE","Joanie Fortin",2021-10-19,"1","Apple’s MagSafe IPhone 12 case"
"1399","APPLE","Michael Ivanov",2021-10-19,"1","Good product, very poor apple store service."
"1400","APPLE","Thanh Liem Bui",2021-10-19,"1","I hope the owner and Apple manager team…"
"1401","APPLE","Mike",2021-10-19,"1","Two tablets failed within 60 days of…"
"1402","APPLE","Robert",2021-10-18,"1","I received an email that Apple…"
"1403","APPLE","Dorie Herndon",2021-10-18,"1","If I could rate apple 0 stars I would"
"1404","APPLE","Zhila Harat",2021-10-18,"1","Even 1 star is more than what they…"
"1405","APPLE","Gareth Woods",2021-10-18,"1","Don't expect a refund under any circumstances."
"1406","APPLE","Simon Wilsher",2021-10-18,"3","order new phone and airpods for my wife…"
"1407","APPLE","S",2021-10-16,"1","they took £93.99 off of my card for…"
"1408","APPLE","MR C M GREGG",2021-10-16,"5","Complex issue resolved."
"1409","APPLE","Georgia Wood",2021-10-16,"1","Faulty iPhone 12s apple not offering replacement!"
"1410","APPLE","Jack Boyle",2021-10-15,"4","Good upgrade from previous iphone"
"1411","APPLE","andrea candiani",2021-10-15,"1","bought a charger online"
"1412","APPLE","Penny Soanes",2021-10-14,"3","Surprisingly a very disappointing…"
"1413","APPLE","James Bull",2021-10-14,"1","Apple products are actually trash"
"1414","APPLE","Anthony Fuller",2021-10-13,"5","Sam is a credit to Apple and I remain a big fan!"
"1415","APPLE","Mark Baranov",2021-10-13,"1","Do NOT buy Apple products in Israel"
"1416","APPLE","Sterline Beaubrun",2021-10-12,"1","They sold me a defective airpod and…"
"1417","APPLE","Sm",2021-10-12,"1","The only way forward is to stop buying apple products … this company does not care for its customers ."
"1418","APPLE","lee spalding",2021-10-12,"1","My iPhone 12 a complete debacle of a…"
"1419","APPLE","Adam F",2021-10-12,"1","My 2 month old iPhone 12 Pro Max not working anymore"
"1420","APPLE","Bob Heales",2021-10-12,"1","Apple Inc. abysmal Customer Service starts from the top down."
"1421","APPLE","Fair Brothers",2021-10-12,"2","Apple products are useless for work"
"1422","APPLE","Christine Hager",2021-10-12,"5","I usually don’t write  reviews but I …"
"1423","APPLE","Chené",2021-10-11,"1","Angry"
"1424","APPLE","bamdad shahidi",2021-10-11,"1","The most terrible experience ever with…"
"1425","APPLE","Isabelle Lusty",2021-10-11,"1","Ordered the latest iMac directly though…"
"1426","APPLE","Harry",2021-10-11,"2","Poor quality"
"1427","APPLE","Ottis E. Hoggle",2021-10-10,"1","I purchased a new MacBook Pro …"
"1428","APPLE","Aaron Carolus",2021-10-10,"1","Okay so I use to have a iPhone with a…"
"1429","APPLE","zak",2021-10-09,"1","Fix it"
"1430","APPLE","Silver Fox",2021-10-09,"1","Hey,just called through to Apple voice…"
"1431","APPLE","Xiang",2021-10-08,"1","Horrible ! where is my order?"
"1432","APPLE","Miss Moore",2021-10-07,"1","I am not shocked by the reviews on here…"
"1433","APPLE","Marion Sinclair",2021-10-06,"1","Think I’m done with Apple"
"1434","APPLE","Alaa Abushahin",2021-10-06,"1","06 oct 2021"
"1435","APPLE","Rocio Rivera Sancho",2021-10-06,"1","In April 2020 I bought an iMac is trash"
"1436","APPLE","Chris Richardson",2021-10-06,"1","Shipping estimation is awful"
"1437","APPLE","W",2021-10-05,"1","Everything Is Garbage"
"1438","APPLE","Tom Stephenson",2021-10-05,"1","Good products but in terms of service…"
"1439","APPLE","Mark Larsson",2021-10-05,"1","Too big to care about us anymore"
"1440","APPLE","James Blaine",2021-10-04,"1","Zero customer service"
"1441","APPLE","Oskar Vanhove",2021-10-04,"1","Scum company"
"1442","APPLE","Michael Dorsey",2021-10-04,"1","Junk absolute junk paid for free guy…"
"1443","APPLE","Paul",2021-10-03,"1","Just bought an iPhone 13 pro spent 3…"
"1444","APPLE","Namastemother…..",2021-10-03,"1","Apple World Trade Center store—employee…"
"1445","APPLE","Rob Sher",2021-10-03,"5","Top Quality"
"1446","APPLE","Rajesh Neupane",2021-10-03,"1","Just bought ipad mini 6"
"1447","APPLE","Sameh Salib",2021-10-02,"1","Stupid Apple service"
"1448","APPLE","li yunzhi",2021-10-02,"1","Apple is the most lousy company I've…"
"1449","APPLE","Life is daisy",2021-10-02,"1","Customer service could be better"
"1450","APPLE","Alex",2021-09-30,"1","Apple Joke Bar"
"1451","APPLE","Andrew",2021-09-30,"5","Amazing customer service"
"1452","APPLE","Zineb Alami",2021-09-30,"3","Could be better"
"1453","APPLE","Walter Barr",2021-09-30,"2","Apple Customer (Couldn't) Care-less."
"1454","APPLE","D'Erika Johnson",2021-09-29,"1","Broke my screen and had to reset my…"
